frame,pose_x,pose_y,pose_z,ori_x,ori_y,ori_z,ori_w,phone_acc_x,phone_acc_y,phone_acc_z,phone_gravity_x,phone_gravity_y,phone_gravity_z,phone_gyro_x,phone_gyro_y,phone_gyro_z,phone_ori_w,phone_ori_x,phone_ori_y,phone_ori_z,watch_gyro_x,watch_gyro_y,watch_gyro_z,watch_acc_x,watch_acc_y,watch_acc_z,headphone_gyro_x,headphone_gyro_y,headphone_gyro_z,headphone_acc_x,headphone_acc_y,headphone_acc_z
0,0.096058,0.263236,0.546863,0.150627,0.109997,-0.696183,0.693211,0.8766687796961515,15.732619426882266,-5.400138211095332,0.1034574975308496,9.619133039700984,-1.905768154871464,-1.3453741073608398,-0.301651656627655,0.2140863239765167,0.2792438711495716,0.332509393356255,-0.6975705254493965,-0.5699611298027969,-0.0479729324579238,0.2226290702819824,0.4150158762931824,-0.2003138661384582,0.1413530707359314,-0.1288984715938568,0.2102838456630706,0.2505344748497009,0.2323404368877411,-0.2172785699367523,0.18525559123829,-0.570632188282907
1,0.09422,0.249945,0.546809,0.145671,0.110724,-0.690668,0.699641,0.655313116550818,9.007868689039348,-6.114111825603247,0.1431531645107548,9.783621591112016,-0.6562415565073489,-3.4128925800323486,-0.1993360072374344,0.2623978555202484,0.2968915779766874,0.3078130766088692,-0.6623519580292226,-0.615139355946459,0.4278274178504944,0.9900461435317992,-0.041128933429718,-0.6818621754646301,0.4737538695335388,-0.6234710216522217,0.1315364837646484,0.1614374816417694,1.0316916566908358,-0.2407605499029159,0.4817492782805114,0.2436617491081356
2,0.092783,0.220983,0.539984,0.128143,0.098579,-0.688031,0.707442,1.185753798894584,-2.8466771323531863,-5.957650513303279,0.2572015593619086,9.776543615549802,0.723476406064257,-3.57041335105896,-0.0278025027364492,0.2190583050251007,0.3195142136158199,0.2805425305940984,-0.6200071426266301,-0.6593918734822539,1.7182482481002808,1.8194738626480105,-0.545129120349884,-1.2262823581695557,0.6723364591598511,-0.9938879013061525,0.0700588077306747,0.035500168800354,0.9327069663256408,-0.0046091377735137,0.4164221620410681,1.0154501314640043
3,0.094606,0.137225,0.517921,0.0649,0.042517,-0.700448,0.709473,-0.2787800799688324,-13.09209790432453,-3.6837282604753967,0.2398743577902205,9.58833282776773,2.0436999771378934,-3.0604279041290283,0.2684673368930816,-0.1489886492490768,0.3401691571891576,0.2610895974948333,-0.5723919286470591,-0.698916744484956,3.2465388774871826,1.1803395748138428,-1.251697063446045,-0.8694998621940613,0.9008699655532836,-0.5624335408210754,0.0717167928814888,-0.0293579250574111,-0.3359235609591007,0.260579377412796,0.0434150710955262,0.812532772937417
4,0.095326,0.096994,0.507278,0.027741,0.005874,-0.703522,0.710108,-0.060752593131829,-16.991766086506843,-1.261566580247879,0.186747236301843,9.339896996125578,2.9835961243152616,-1.8611268997192385,0.0228472109884023,-0.1838317215442657,0.3521827809128702,0.2465661552846436,-0.5358022603366761,-0.726696939642124,3.431368350982666,-0.1329548209905624,-1.7789310216903689,-0.0278881192207336,0.6406246423721313,0.3484288454055786,0.0656786933541297,0.104145810008049,-1.0980512577831745,0.3926189541816711,-0.3953929641462862,0.6588406330898404
5,0.096903,0.067236,0.499133,-0.008125,-0.021567,-0.703898,0.709927,-0.4081899749424308,-17.772991282510755,0.0777928492546081,0.0604320148413768,9.20279738689959,3.387514778614044,-0.2947251498699188,0.3052186369895935,-0.379982590675354,0.354944489308174,0.2441835465890773,-0.5173579115234661,-0.7394116722043742,2.373974084854126,-0.5881141424179077,-1.6023705005645752,0.8123318552970886,0.0207850337028503,1.086287021636963,0.1705853790044784,0.1623239070177078,-0.945889688503742,0.3478907644748688,-0.3538972437407821,0.0727618693500757
6,0.098337,0.046819,0.494091,-0.031487,-0.040626,-0.707539,0.704803,-0.0043023277032654,-14.904849921846388,0.1955436148881912,-0.1477295599150471,9.248848359456655,3.256895471318066,0.9478649497032166,0.336866557598114,-0.4659517109394073,0.3499625957123092,0.2561072664687762,-0.5180285873805721,-0.7372799026168833,0.990103006362915,-0.5441064238548279,-1.107784390449524,1.2271413803100586,-0.3780360221862793,1.1153156757354736,0.2938881814479828,0.1663544028997421,-0.520422634741664,0.032353788614273,-0.2643997820366174,-0.5927969660788774
7,0.098927,0.035093,0.492261,-0.042075,-0.048382,-0.710574,0.700695,-1.3050101467855273,-9.32741686925888,-0.1325815472796559,-0.2724695268488489,9.444133615669609,2.627638660109043,2.309392213821411,0.1172442138195037,0.0779679417610168,0.3397655561083902,0.2738390824859913,-0.5394811115425467,-0.7200914408606538,-0.2139219492673874,-0.0434169396758079,-0.3224067389965057,1.3702178001403809,-0.4625169038772583,1.1248756647109983,0.2101505696773529,0.1704633384943008,-0.2847404862105846,-0.0928276032209396,-0.4504288053328171,-0.0398880660131573
8,0.097515,0.028222,0.4942,-0.041844,-0.043405,-0.71151,0.700084,1.2563991144821047,-0.1957037738859653,-0.4540544119514524,-0.1598545897337608,9.664172204867004,1.6578892264597116,2.762011766433716,0.0714756622910499,0.353102296590805,0.3322741531766856,0.2896954936724707,-0.5758017838289876,-0.6885656494167031,-1.4390727281570437,0.4836720824241638,0.6830617785453796,1.1269516944885254,-0.5180870294570923,0.9256333708763124,0.0775525420904159,0.1231522783637046,0.656800943955779,0.4450595378875732,0.225338303040713,1.085242483484
9,0.096304,0.028669,0.494677,-0.041475,-0.039914,-0.709342,0.702511,-0.8354032147847116,7.365697110062837,-0.6717628777008503,-0.096390180359967,9.794145907735825,0.4856135524932294,3.014190673828125,0.1361547410488128,0.0263121388852596,0.3163884748239756,0.3071790432617308,-0.617156086233332,-0.6516577501222385,-2.328256368637085,0.3520696759223938,1.460132360458374,0.8565871715545654,-0.2106062173843383,0.6963538527488708,0.0209362804889678,0.1214124783873558,0.45987318123281,0.8210868835449219,-0.1418056314924732,0.7150193241685628
10,0.095117,0.027933,0.495697,-0.043888,-0.038474,-0.706733,0.705069,0.3295516513070091,9.52208662392199,-2.252417692506313,-0.0851935904977843,9.79059143012464,-0.5544845518846064,2.227866649627685,0.3411676585674286,0.2030926942825317,0.3039972430849758,0.3273592612970396,-0.6489273903725659,-0.6158854374311163,-2.796693563461304,-0.4961544275283813,1.8293293714523315,0.2037495970726013,0.1542037725448608,0.1635532975196838,-0.0090128611773252,0.003326803445816,0.5202642293095588,0.7468541264533997,0.2872987923912704,0.0746576199688017
