time_imu,phone_acc_x,phone_acc_y,phone_acc_z,phone_gravity_x,phone_gravity_y,phone_gravity_z,phone_gyro_x,phone_gyro_y,phone_gyro_z,phone_ori_w,phone_ori_x,phone_ori_y,phone_ori_z,watch_gyro_x,watch_gyro_y,watch_gyro_z,watch_acc_x,watch_acc_y,watch_acc_z,headphone_gyro_x,headphone_gyro_y,headphone_gyro_z,headphone_acc_x,headphone_acc_y,headphone_acc_z,frame_imu
1733378361872362500,1.1225668364889918,11.947386602175236,-0.9116250153303146,0.1460606951210647,9.77460767905116,-0.7785315730057656,-0.1515734791755676,-0.3316903412342071,-0.3860583305358886,-0.5468816495628942,-0.5856043029220471,0.4435782512974284,0.4015301485322016,0.0352887026965618,0.0459496937692165,-0.0696299970149993,0.0102490782737731,-0.0472984611988067,0.0182065926492214,0.127663105726242,0.0377615094184875,0.0274298587173223,-0.3155542612075805,-0.0211506323173642,0.3207762607097625,0
1733378361912362500,3.8144042663946736,10.69918453041315,-1.869265931904316,-0.166838073679246,9.78216379351914,-0.6721797148734331,-0.4425408840179443,-0.5795531868934631,-1.120907425880432,-0.5399098603494445,-0.5858167003000132,0.4371389043963221,0.417403564606472,0.0379851534962654,0.0368556939065456,-0.0207250341773033,0.0069983005523681,-0.0468497574329376,-0.0080794729292392,0.0983575358986854,0.0378102548420429,-0.0370814841598272,-0.326992392539978,0.0007604629784822,0.3282118175379931,1
1733378361952362500,5.465124185746908,2.731651992291212,-1.431806242531538,-0.7445064807418733,9.769222478881478,-0.4223532691230997,-0.7252788543701172,-0.4579605162143707,-1.8054006099700928,-0.5294732934625057,-0.5865043595218917,0.4213628601581918,0.4451111779605096,-0.0352661572396755,0.0013155431952327,0.0166206061840057,0.0109809041023254,-0.0531816184520721,-0.0221993960440158,0.0754123255610466,0.0533288270235061,0.056140404894948,-0.3029252886772156,-0.0624658085241913,0.2375806756287813,2
1733378361992362500,3.945555488610268,-5.94563858847022,-1.3587211325764654,-1.4953890723869203,9.691666360992192,-0.0761534297508187,-0.9551892280578612,-0.0074008866213262,-1.909203052520752,-0.5205313026550487,-0.591377861547472,0.3926257367587013,0.4745149101655779,-0.1447567045688629,-0.0400779694318771,0.0561558306217193,0.0150874257087707,-0.0426639020442962,-0.0200872421264648,0.0724745765328407,0.0430457554757595,0.0164098675310611,-0.2342654168605804,-0.0587443037830293,0.1371620069377124,3
1733378362032362500,2.1388839600458738,-11.61915534928441,-0.2870563619375229,-2.1457674359492955,9.565977788096664,0.2411172339907847,-0.5883703827857971,-0.2038175165653228,-1.4494582414627075,-0.5128609016055409,-0.5948909872014855,0.3658020713492983,0.4992667230361894,-0.1197858303785324,-0.0257031321525573,0.0777948796749115,-0.0044738054275512,-0.0139477550983428,-0.0091922841966152,0.0784472823143005,0.0234717559069395,0.0168546886891126,-0.1670852452516555,-0.0895284413643181,0.0930465324878692,4
1733378362072362500,0.3177066440060734,-13.86102242168188,0.9438619820684194,-2.5624206302672623,9.457339134201408,0.4039237323326989,-0.1237062662839889,-0.2547658681869507,-0.7453076243400574,-0.5038449442558118,-0.5962865550798124,0.3519203959882882,0.5164637734912818,-0.0451547391712665,-0.0071037742309272,0.1099412962794303,-0.0124894976615905,0.0030749440193176,0.0012549199163913,0.0753882080316543,0.0065994262695312,-0.0297632701009511,-0.1173825711011886,-0.0494222025558352,0.1118485558524727,5
1733378362112362500,-0.8765069401979446,-12.913297334444522,1.1463643300533295,-2.703872004961968,9.418960595968365,0.3776948469029739,0.265577107667923,0.0526837892830371,-0.02174062281847,-0.4981739511014972,-0.598964406504125,0.3492628834158606,0.5206532740207789,-0.0567887611687183,-0.0066040051169693,0.1103094145655632,-0.012378454208374,0.0087823569774627,0.0080505609512329,0.0619480460882186,-0.0085912570357322,-0.0644336014658212,-0.0988136529922485,-0.0016252631142735,0.1315995505049824,6
1733378362152362500,-0.2779927655160427,-10.45677044327855,1.4393290392518043,-2.594001471184194,9.454347551169992,0.2384076827711425,0.4792003333568573,0.082334890961647,0.550410807132721,-0.4976308877032011,-0.6011819544628448,0.3555627208637587,0.5143139441054578,-0.0390355959534645,-0.0042852442711591,0.0689216926693916,-0.011772871017456,0.0254761278629302,0.0020541548728942,0.0573056302964687,-0.0100834118202328,-0.0632750790804624,-0.1052240878343582,0.0025995149739086,0.0649545566000044,7
1733378362192362500,-1.891300653579831,-5.765899276435375,0.4348153123438358,-2.240343223831057,9.547091885840892,-0.0655093957374803,1.0353628396987915,0.1294217854738235,1.6180511713027954,-0.4981201502891433,-0.6028540467617247,0.3740415057951285,0.4985341424515562,-0.0163278840482234,0.0098433578386902,0.029174281284213,-0.0048871636390686,0.0209259092807769,0.0042564235627651,0.0659169256687164,-0.0075584161095321,-0.0864104554742574,-0.1334241181612014,0.0132137018382549,-0.0323022870592773,8
1733378362232362500,0.0112102530613541,2.3637585910975933,0.3565419860959052,-1.4502752345494925,9.685959673783184,-0.4992964427458122,1.148579239845276,0.3066937625408172,2.12158751487732,-0.5059830276130827,-0.5994060320327164,0.407638862080915,0.4674657710363778,0.0140151064842939,0.0051849568262696,0.0273585375398397,-0.004809021949768,0.0099114775657653,-0.0107361078262329,0.0878280103206634,0.0038481983356177,-0.0709153647005558,-0.1527943611145019,0.0267464064978063,-0.0727615770891308,9
1733378362272362500,1.141415475474298,6.219320505049824,-2.027622118040174,-0.6501549300700425,9.752247378683087,-0.8008277951616793,0.2668920159339905,0.6444233655929565,1.8180193901062007,-0.520092044085866,-0.594556772690312,0.4328199387679918,0.4343653886992577,0.0288340002298355,-0.0074341660365462,0.0344890840351581,-0.003034770488739,-0.0002873241901397,-0.0130721926689147,0.110371395945549,0.0136827491223812,-0.0031733693391084,-0.1090221628546714,-0.002376812133938,-0.1430517956286668,10
1733378362312362500,2.00238202445209,6.919155119568109,-1.0247254709400235,-0.0608342389667173,9.759603002142905,-0.957524012196064,0.4885089695453644,0.1105124130845069,1.227236270904541,-0.5314930993050174,-0.5890013031763177,0.4493301694803168,0.4107250119980905,0.0507201217114925,-0.0409549474716186,0.0305145177990198,0.0016284584999084,-0.0020294785499572,-0.0240969099104404,0.1499811112880706,0.0238519273698329,-0.0182283151298761,-0.0443449392914772,-0.0475699988178908,-0.2477100015856325,11
1733378362352362500,1.702493361209333,5.860619295093417,0.4969571496106684,0.3654986515441909,9.739249365422127,-1.0880251730050892,0.2865300178527832,-0.0009608173277229,0.8593325018882751,-0.5367583968904259,-0.5830130246699639,0.4642947957619626,0.395495254185243,0.0114930924028158,-0.0511311516165733,0.0347299017012119,0.0033747553825378,-0.0115817189216613,-0.0092364586889743,0.1987996697425842,0.0149104744195938,0.0158452193856239,0.0637547150254249,-0.0926417510792613,-0.3164066673234105,12
1733378362392362200,1.5783347743600606,3.081245182162524,-0.8931846648849546,0.5616327066062018,9.71082581949234,-1.2469321979567407,0.3848960995674133,-0.3097831308841705,0.2673409581184387,-0.5345702759963287,-0.5809912166163753,0.47542092688425,0.3881480319380571,-0.016260240226984,-0.0687451958656311,0.0307733751833438,-0.0029428601264953,-0.0076976418495178,0.0006327591836452,0.2175510227680206,-0.0022133104503154,-0.0197013102918863,0.1841536462306976,-0.0952611397974193,-0.2493630294896662,13
1733378362432362500,0.5651502862730995,1.5180781663179397,-0.3606313012361526,0.6023225539889187,9.699804659262298,-1.31201797972098,0.0138831306248903,0.0109945284202694,0.0371550433337688,-0.5320702166634154,-0.580094913030253,0.4799835339921658,0.3873073778467021,-0.0152754047885537,-0.0698686763644218,0.0297408662736415,-0.0022552609443664,-0.0010831654071807,0.0040547810494899,0.2432251721620559,-0.0234387032687664,-0.0308218392431735,0.2413351535797119,-0.1118394957631826,-0.2312861055292189,14
1733378362472362500,0.5339119751835242,0.5883037463128566,-0.0541186898089945,0.5909135269524529,9.700479782044887,-1.3122216855995357,-0.0382243357598781,0.0510495714843273,-0.095194973051548,-0.5322623862206819,-0.5809099212358633,0.4790076709760728,0.3870299908880223,-0.0184853114187717,-0.0746016427874565,0.0146143790334463,-0.0007520318031311,0.0038771629333496,0.0075638853013515,0.2193552851676941,-0.0237221028655767,-0.0565080691635608,0.2816221714019775,-0.1378292386747896,0.0382322616301476,15
1733378362512362500,0.0501269898243248,0.4338765701889991,0.4267639617048204,0.5648833424326032,9.706017542427778,-1.2823916338726875,-0.0462548807263374,0.0717037990689277,-0.0286748502403497,-0.5331504435636357,-0.5813668230479728,0.4768609792395226,0.3877717116144802,-0.0198552422225475,-0.1051609367132186,-0.0112712793052196,0.0072377920150756,0.002303272485733,0.0019048452377319,0.1873573958873748,-0.0862985253334045,-0.1401280171364545,0.3760607838630676,-0.0884052825532853,0.0847822697505354,16
1733378362552362500,0.2215322252886369,1.653245346176624,0.143421651854366,0.5694518193919211,9.705147773855924,-1.2869517813950777,0.0496929623186588,0.0182687398046255,0.0167527589946985,-0.5334505714310284,-0.581805097720067,0.4765701482433341,0.3870585792442748,-0.0476080439984798,-0.1098663732409477,-0.0266746021807193,-0.0028815865516662,-0.021544724702835,-0.0016257092356681,0.0857517793774604,-0.1549921482801437,0.0102186116755008,0.581153929233551,-0.0988153251476585,0.3304020210586488,17
1733378362592362500,0.3539322785215452,7.465528188124298,0.1566026204667985,0.550028193530254,9.706285253453254,-1.2868154416643085,-0.0282801464200019,-0.1846468597650528,-0.2295806258916854,-0.5325997203153202,-0.5817040630355512,0.4766861747506608,0.3882374292988205,-0.0583088919520378,-0.1145429387688636,0.0036910255439579,0.0071544647216796,-0.037127137184143,-0.0123823285102844,-0.0339001715183258,-0.1757933646440506,-0.0156786306470632,0.7121642827987671,-0.0398123704284429,0.091300419472903,18
1733378362632362200,0.1838933264417573,13.0352309387207,-1.706081156568229,0.3631817163713276,9.719410107964276,-1.253600569804758,-0.2290661334991455,-0.1264439672231674,-0.5632730722427368,-0.5280719030065957,-0.5832472292078869,0.4730100506951096,0.396514876266788,-0.0532523468136787,-0.102966122329235,0.0684563070535659,0.0032930970191955,-0.0431501865386962,-0.0102345906198024,-0.1297018826007843,-0.1909654438495636,-0.0294318461894989,0.7238510251045227,-0.0285645618356764,0.2010172239936888,19
1733378362672362500,4.9365948169171805,8.03949945770204,-3.348722106622159,-0.107340101984702,9.751661687749625,-1.0314696845032274,-0.9299680590629578,-0.1433623731136322,-1.542898654937744,-0.5234891214619731,-0.58683513347672,0.4563056479528572,0.4163756582482433,-0.0482048578560352,-0.0816395282745361,0.1206260994076728,0.0068535804748535,-0.0320467948913574,-0.0174256525933742,-0.1943207681179046,-0.1782087981700897,-0.1023462757527828,0.6448954939842224,0.009882511588931,0.1371946670982986,20
1733378362712362500,5.176933851343393,-2.4326012411773204,-2.2996540754556656,-0.8883207121104002,9.75496891260147,-0.4710360880210995,-1.7361961603164673,-0.1646201908588409,-2.382805824279785,-0.5214850191014586,-0.5878914560800731,0.4223739971681529,0.4517049183490976,-0.0596809536218643,-0.0762775242328643,0.1122386753559112,-0.0076985955238342,-0.0047506093978881,-0.0065468549728393,-0.179123193025589,-0.1287486404180526,-0.0989034418225288,0.452615737915039,-0.1040644778475165,0.1539700069408863,21
1733378362752362500,1.650252301840484,-10.646612631654738,-1.3866349754184484,-1.7463194973237812,9.64867945218086,0.1540702889775857,-1.3825092315673828,0.0325208120048046,-1.81348204612732,-0.5192471779478374,-0.5885539446087814,0.3817706846082622,0.4880960686888113,-0.0440292879939079,-0.0604303255677223,0.0991411134600639,-0.017241358757019,0.0143362879753112,-0.0023041889071464,-0.1202476397156715,-0.0821527689695358,-0.1415209327995777,0.2355578541755676,-0.1715527907088399,0.2163933462965302,22
1733378362792362500,1.3524496510915458,-14.620477684426309,0.0405670612532645,-2.30713814760074,9.51634018922448,0.5355378958849236,-0.6220428347587585,0.2236485630273819,-1.1417803764343262,-0.5177279959571824,-0.589973694473541,0.3530243700703474,0.5091784752034492,-0.0255320370197296,-0.0560927838087081,0.0617588572204113,-0.0240089297294616,0.0291207432746887,0.001045823097229,-0.0287267342209815,-0.0462690256536006,-0.2030015296787023,0.0043543577194213,-0.1522055545516312,0.0829759875135496,23
