frame,pose_x,pose_y,pose_z,ori_x,ori_y,ori_z,ori_w,phone_acc_x,phone_acc_y,phone_acc_z,phone_gravity_x,phone_gravity_y,phone_gravity_z,phone_gyro_x,phone_gyro_y,phone_gyro_z,phone_ori_w,phone_ori_x,phone_ori_y,phone_ori_z,watch_gyro_x,watch_gyro_y,watch_gyro_z,watch_acc_x,watch_acc_y,watch_acc_z,headphone_gyro_x,headphone_gyro_y,headphone_gyro_z,headphone_acc_x,headphone_acc_y,headphone_acc_z
0,0.018178,0.257272,0.083062,-0.015142,0.017857,-0.716542,0.697152,0.0,0.0,0.0,-0.15765638556974,9.635667410394548,-1.816446341995149,0.0,0.0,0.0,0.3062486747067814,0.3582664502151257,0.6813649090612667,0.5599990215789636,0.1196757182478904,0.8588898777961731,-0.3013955056667328,16.297454619324206,-14.653606047046184,4.224577597174048,0.57109534740448,-0.105584904551506,17.989804479920863,0.5521831512451172,-2.771177946993709,3.18608327473104
1,0.018308,0.222196,0.080962,-0.025086,0.000434,-0.716368,0.697272,0.0,0.0,0.0,-0.1101339339543134,9.701503864395615,-1.427964180150628,0.0,0.0,0.0,0.3151181715923264,0.3573418503863843,0.667167680628596,0.57262084397387,1.129804253578186,0.733765721321106,-0.339986503124237,10.978822140526772,-12.386299412965776,2.160968512212485,0.2341017574071884,0.5841862559318542,16.946566177821158,0.6833585500717163,-2.8345827899336813,3.708663379767537
2,0.018837,0.188634,0.083072,-0.027713,-0.003082,-0.716198,0.69734,0.0,0.0,0.0,-0.0023845243694078,9.761393392691016,-0.941059857194498,0.0,0.0,0.0,0.3158721671592827,0.3476290661159662,0.653555455135096,0.5935015830786041,0.7692689299583435,0.9885402321815492,-0.3642878532409668,3.502434704735875,-2.355257304733992,-1.5874381182700394,-0.0156836621463298,1.4735074043273926,4.8161420988485215,0.1192552521824836,-0.9029195846967398,0.849482155150175
3,0.018336,0.097237,0.086252,-0.033436,-0.008649,-0.715133,0.698135,0.0,0.0,0.0,0.082254751433758,9.803636205136776,0.2287288770607672,0.0,0.0,0.0,0.3305289456800951,0.3280957548522686,0.6170018220432322,0.634359889690265,0.6758745312690735,0.4678311347961426,-0.2490812391042709,-11.919572712576388,9.62022258850336,-6.774157450568676,-0.037797100841999,-0.2166755348443985,-7.384375507047772,0.077445387840271,1.59771766635254,-0.9457819172803312
4,0.017319,0.053093,0.083746,-0.043521,-0.020483,-0.715199,0.697263,0.0,0.0,0.0,0.0968996733852196,9.802497556495666,0.2683670416997745,0.0,0.0,0.0,0.331448539926302,0.3285950766142614,0.6150954107535134,0.6354720412369155,-0.6135708093643188,-0.005648277234286,-0.0521460622549057,-9.546944586324692,9.490295647385716,-6.941077613040805,-0.0097924266010522,0.4605089128017425,-9.143780549785497,0.0661007687449455,2.6712919238746164,-1.3835980919405817
5,0.015317,0.009203,0.078159,-0.054937,-0.028794,-0.71555,0.695802,0.0,0.0,0.0,0.0459052256771363,9.806403331762551,0.0523882812532363,0.0,0.0,0.0,0.3327533454843222,0.3338918193722174,0.6211643856912357,0.6260561964924002,-0.4214589297771454,-0.3536629676818847,0.1042412742972374,-9.039428194907307,6.444328699353337,-4.947535897648335,-0.0846480652689933,0.1601728796958923,-9.895208573418856,0.1027065962553024,2.6500229258745907,-1.6735346854895352
6,0.013028,0.010242,0.070118,-0.072429,-0.042114,-0.710267,0.698929,0.0,0.0,0.0,0.024202494168654,9.805441793254015,-0.1520681279754731,0.0,0.0,0.0,0.3317376238614034,0.3384709906349558,0.6270492049665213,0.6182207717144982,-0.4197851121425628,-0.3160418272018432,0.1584904789924621,-7.617809584391116,6.402780298912525,-5.033133283174037,-0.0813456624746322,0.1888393461704254,-9.332139806127548,-0.0257062911987304,2.5664129147738217,-2.475069094550609
7,0.012061,0.033386,0.06288,-0.083914,-0.035117,-0.709264,0.69905,0.0,0.0,0.0,0.0355876654054969,9.799085117703676,-0.3834842074267566,0.0,0.0,0.0,0.3295606381022677,0.3450107237656562,0.6328663789767766,0.6097848536615671,-0.5603163838386536,-0.2708694040775299,0.022700747475028,-6.104847738173604,5.91495878804624,-4.072978922474384,0.0241136811673641,0.1436061114072799,-9.441545352742075,-0.2037854641675949,2.9415777682751414,-2.6258441779077053
8,0.012224,0.040478,0.06133,-0.086267,-0.029368,-0.708961,0.699336,0.0,0.0,0.0,0.0410727640193887,9.793293090298771,-0.50998464469444,0.0,0.0,0.0,0.328022162521385,0.348219444697444,0.6361958809726543,0.6053093243279225,-0.2332184165716171,-0.1148073673248291,-0.088423304259777,-6.8627470036476845,6.168168409961462,-3.2854087413579225,0.1726731806993484,0.2103117257356643,-9.966229152059556,-0.1660616397857666,3.154667268987,-1.7909414599910378
9,0.012165,0.026464,0.061175,-0.095913,-0.032124,-0.706605,0.700341,0.0,0.0,0.0,0.0292755664991098,9.79040262955427,-0.5635153054824099,0.0,0.0,0.0,0.32721429901173,0.3484994156950898,0.6381844894805577,0.6034894734399052,-0.4005802571773529,-0.0821194574236869,-0.0028512855060398,-5.7260342990368605,4.248904229179025,-1.754379615791142,0.1605831682682037,0.2129674255847931,-8.618729086199401,0.0234803948551416,2.655532336945832,-0.5026632888304069
