timestep_pose,frame_vio,pose_x,pose_y,pose_z,ori_x,ori_y,ori_z,ori_w
0.0,0.0,0.040759,0.124349,-0.027259,0.425378,-0.418285,-0.567989,0.566992
0.0333333333333333,0.3333333333333333,0.0422956666666666,0.1108303333333333,-0.0251776666666666,0.4244863333333333,-0.4240366666666667,-0.5677776666666666,0.5635076666666667
0.1,1.0,0.045369,0.083793,-0.021015,0.422703,-0.43554,-0.567355,0.556539
0.1333333333333333,1.3333333333333333,0.043509,0.0413666666666666,-0.0200923333333333,0.4225693333333333,-0.441965,-0.565609,0.5532433333333333
0.1666666666666666,1.6666666666666663,0.041649,-0.0010596666666666,-0.0191696666666666,0.4224356666666666,-0.44839,-0.563863,0.5499476666666667
0.2333333333333333,2.333333333333333,0.0415813333333333,-0.0762549999999999,-0.0198963333333333,0.413469,-0.4629926666666666,-0.564233,0.544068
0.2666666666666666,2.666666666666666,0.0433736666666666,-0.1090239999999999,-0.0215456666666666,0.404636,-0.4711703333333333,-0.566349,0.5414840000000001
0.3,3.0,0.045166,-0.1417929999999999,-0.0231949999999999,0.395803,-0.479348,-0.568465,0.5389
0.3666666666666666,3.666666666666666,0.0468653333333333,-0.142575,-0.0255043333333333,0.4041743333333333,-0.4804773333333333,-0.5561316666666667,0.544404
0.4,4.0,0.047715,-0.142966,-0.026659,0.40836,-0.481042,-0.549965,0.547156
0.4333333333333333,4.333333333333333,0.0489826666666666,-0.1004796666666666,-0.0252646666666666,0.4109126666666666,-0.4805336666666667,-0.5498783333333334,0.5457606666666667
0.5,5.0,0.051518,-0.015507,-0.022476,0.416018,-0.479517,-0.549705,0.54297
0.5333333333333333,5.333333333333333,0.046038,0.0223489999999999,-0.02031,0.4288833333333333,-0.463639,-0.545484,0.5500666666666666
0.5666666666666667,5.666666666666666,0.040558,0.0602049999999999,-0.018144,0.4417486666666667,-0.4477610000000001,-0.541263,0.5571633333333333
0.6333333333333333,6.333333333333332,0.0364219999999999,0.0912056666666666,-0.0160083333333333,0.445421,-0.439123,-0.5478543333333333,0.5549283333333334
0.6666666666666666,6.666666666666665,0.0377659999999999,0.0843503333333333,-0.0160386666666666,0.436228,-0.4463629999999999,-0.5586666666666666,0.5455966666666667
0.7,6.999999999999999,0.0391099999999999,0.077495,-0.016069,0.427035,-0.453603,-0.569479,0.536265
0.7666666666666666,7.666666666666665,0.032108,0.0065603333333334,-0.009829,0.432327,-0.4560683333333333,-0.5644256666666667,0.5352463333333334
0.8,8.0,0.028607,-0.028907,-0.006709,0.434973,-0.457301,-0.561899,0.534737
0.8333333333333334,8.333333333333334,0.0273553333333333,-0.065801,-0.007896,0.43716,-0.4636906666666667,-0.5549516666666667,0.5345303333333333
0.9,9.0,0.024852,-0.139589,-0.01027,0.441534,-0.47647,-0.541057,0.534117
0.9333333333333332,9.333333333333334,0.0245636666666666,-0.1398456666666666,-0.0130689999999999,0.436616,-0.475151,-0.541718,0.5385603333333333
0.9666666666666668,9.666666666666666,0.0242753333333333,-0.1401023333333333,-0.015868,0.4316979999999999,-0.473832,-0.542379,0.5430036666666667
1.0333333333333332,10.333333333333332,0.0224556666666666,-0.0956356666666668,-0.0202666666666666,0.4239266666666667,-0.46763,-0.544221,0.5525516666666667
1.0666666666666669,10.666666666666666,0.0209243333333333,-0.0509123333333334,-0.0218663333333333,0.4210733333333333,-0.462747,-0.545402,0.5576563333333333
1.1,11.0,0.019393,-0.006189,-0.023466,0.41822,-0.457864,-0.546583,0.562761
1.1666666666666667,11.666666666666666,0.0027436666666666,0.0691056666666665,-0.0200786666666666,0.4365126666666666,-0.426468,-0.5301496666666667,0.5877216666666666
1.2,11.999999999999998,-0.0055809999999999,0.1067529999999997,-0.018385,0.4456589999999999,-0.4107700000000001,-0.521933,0.6002019999999999
1.2333333333333334,12.333333333333332,-0.0033423333333333,0.102042,-0.0158396666666666,0.4366633333333333,-0.4176086666666667,-0.5329969999999999,0.5917776666666668
1.3,13.0,0.001135,0.09262,-0.010749,0.418672,-0.431286,-0.555125,0.574929
1.3333333333333333,13.333333333333332,-0.0024649999999999,0.0538713333333335,-0.00797,0.4216933333333333,-0.427027,-0.5584503333333333,0.5725983333333333
1.3666666666666667,13.666666666666666,-0.0060649999999999,0.0151226666666667,-0.005191,0.4247146666666667,-0.422768,-0.5617756666666667,0.5702676666666667
1.4333333333333331,14.333333333333332,-0.005087,-0.0586803333333332,-0.0042106666666666,0.4208773333333334,-0.434004,-0.5671223333333333,0.5586776666666667
1.4666666666666666,14.666666666666666,-0.000509,-0.0937346666666665,-0.0060093333333333,0.4140186666666667,-0.4494989999999999,-0.5691436666666667,0.5494183333333333
1.5,15.0,0.004069,-0.128789,-0.007808,0.40716,-0.464994,-0.571165,0.540159
1.5666666666666669,15.666666666666666,0.0036983333333333,-0.114273,-0.007392,0.4054266666666666,-0.4614093333333333,-0.5723643333333334,0.543247
1.6,16.0,0.003513,-0.107015,-0.007184,0.40456,-0.459617,-0.572964,0.544791
1.6333333333333333,16.333333333333332,0.0040709999999999,-0.094559,-0.0065933333333333,0.407981,-0.4494253333333333,-0.575184,0.548151
1.7,16.999999999999996,0.0051869999999999,-0.069647,-0.005412,0.414823,-0.429042,-0.579624,0.554871
1.7333333333333334,17.333333333333332,0.0057099999999999,-0.0679203333333333,-0.0066446666666666,0.4148846666666667,-0.4305133333333333,-0.579755,0.5535393333333334
1.7666666666666666,17.666666666666664,0.0062329999999999,-0.0661936666666666,-0.0078773333333333,0.4149463333333333,-0.4319846666666667,-0.579886,0.5522076666666667
1.8333333333333333,18.33333333333333,0.0042713333333333,-0.0616773333333333,-0.0097083333333333,0.4170899999999999,-0.4316666666666667,-0.5803746666666667,0.5503173333333333
1.8666666666666667,18.666666666666664,0.0017866666666666,-0.0588876666666666,-0.0103066666666666,0.419172,-0.4298773333333333,-0.5807323333333333,0.5497586666666667
1.9,19.0,-0.0006979999999999,-0.056098,-0.0109049999999999,0.421254,-0.428088,-0.58109,0.5492
1.9666666666666663,19.666666666666664,-0.0023826666666666,-0.046446,-0.0120636666666666,0.4369646666666666,-0.4258966666666666,-0.572088,0.547926
2.0,20.0,-0.003225,-0.04162,-0.012643,0.44482,-0.424801,-0.567587,0.547289
2.033333333333333,20.33333333333333,-0.0043603333333333,-0.041436,-0.0165589999999999,0.4513896666666666,-0.4295306666666666,-0.5603766666666666,0.5454243333333334
2.1,21.0,-0.006631,-0.041068,-0.024391,0.464529,-0.43899,-0.545956,0.541695
2.1333333333333333,21.33333333333333,-0.0070056666666666,-0.0426476666666666,-0.0265509999999999,0.4689293333333333,-0.4441523333333333,-0.5399186666666667,0.539582
2.1666666666666665,21.666666666666664,-0.0073803333333333,-0.0442273333333333,-0.0287109999999999,0.4733296666666666,-0.4493146666666666,-0.5338813333333333,0.5374690000000001
2.2333333333333334,22.33333333333333,-0.0116619999999999,-0.046497,-0.0324616666666666,0.4899443333333332,-0.4549373333333333,-0.5140096666666667,0.5367456666666667
2.2666666666666666,22.666666666666664,-0.0155689999999999,-0.0471869999999999,-0.0340523333333333,0.5021586666666665,-0.4553976666666666,-0.5001753333333334,0.5381353333333334
2.3,23.0,-0.0194759999999999,-0.0478769999999999,-0.0356429999999999,0.5143729999999997,-0.455858,-0.4863410000000002,0.539525
2.3666666666666667,23.666666666666664,-0.0203306666666666,-0.0490109999999999,-0.0388316666666666,0.5126376666666667,-0.4621459999999999,-0.492899,0.529701
2.4,24.0,-0.0207579999999999,-0.0495779999999999,-0.0404259999999999,0.51177,-0.4652899999999999,-0.4961779999999999,0.5247890000000001
