timestep_pose,frame_vio,pose_x,pose_y,pose_z,ori_x,ori_y,ori_z,ori_w
0.0,0.0,-0.02697,0.159286,-0.02309,-0.33016,0.503429,-0.489561,0.630781
0.0333333333333333,0.3333333333333333,-0.026646,0.1411576666666666,-0.025623,-0.3353316666666667,0.5004186666666667,-0.4932266666666666,0.6274883333333333
0.1,1.0,-0.025998,0.104901,-0.030689,-0.345675,0.494398,-0.500558,0.620903
0.1333333333333333,1.3333333333333333,-0.027031,0.060075,-0.0316583333333333,-0.355699,0.4840756666666667,-0.5056593333333333,0.618856
0.1666666666666666,1.6666666666666663,-0.028064,0.015249,-0.0326276666666666,-0.365723,0.4737533333333333,-0.5107606666666666,0.616809
0.2,2.0,-0.029097,-0.029577,-0.033597,-0.375747,0.463431,-0.515862,0.614762
0.2666666666666666,2.666666666666666,-0.027673,-0.0910443333333333,-0.0505789999999999,-0.4246336666666666,0.4156003333333333,-0.5519466666666666,0.5820593333333334
0.3,3.0,-0.026961,-0.1217779999999999,-0.0590699999999999,-0.4490769999999999,0.391685,-0.569989,0.565708
0.3333333333333333,3.3333333333333326,-0.0245176666666666,-0.1327866666666666,-0.0601253333333333,-0.4450693333333333,0.3948656666666666,-0.5746093333333333,0.5618663333333334
0.4,4.0,-0.019631,-0.154804,-0.062236,-0.437054,0.401227,-0.58385,0.554183
0.4333333333333333,4.333333333333333,-0.0193953333333333,-0.15709,-0.065793,-0.4364366666666666,0.3992376666666666,-0.584685,0.5552143333333334
0.4666666666666667,4.666666666666667,-0.0191596666666666,-0.159376,-0.06935,-0.4358193333333333,0.3972483333333333,-0.5855199999999999,0.5562456666666666
0.5,5.0,-0.018924,-0.161662,-0.072907,-0.435202,0.395259,-0.586355,0.557277
0.5666666666666667,5.666666666666666,-0.0209666666666666,-0.0594953333333334,-0.0555083333333333,-0.4121513333333333,0.4153196666666666,-0.5760523333333333,0.5702636666666666
0.6,5.999999999999999,-0.0219879999999999,-0.0084120000000001,-0.046809,-0.400626,0.4253499999999999,-0.570901,0.576757
0.6333333333333333,6.333333333333332,-0.0227753333333333,0.0346843333333331,-0.037334,-0.387629,0.4399279999999999,-0.5590890000000001,0.5851863333333333
0.7,6.999999999999999,-0.0243499999999999,0.1208769999999998,-0.018384,-0.361635,0.4690839999999999,-0.535465,0.602045
0.7333333333333333,7.333333333333332,-0.023866,0.119223,-0.0182616666666666,-0.3661123333333333,0.4641833333333333,-0.5396033333333333,0.599322
0.7666666666666666,7.666666666666665,-0.023382,0.117569,-0.0181393333333333,-0.3705896666666666,0.4592826666666667,-0.5437416666666667,0.596599
0.8,8.0,-0.022898,0.115915,-0.018017,-0.375067,0.454382,-0.54788,0.593876
0.8666666666666667,8.666666666666666,-0.0223366666666666,0.0471516666666666,-0.0118096666666666,-0.3750683333333333,0.4510026666666666,-0.5494393333333334,0.5950033333333333
0.9,9.0,-0.022056,0.01277,-0.008706,-0.375069,0.449313,-0.550219,0.595567
0.9333333333333332,9.333333333333334,-0.023146,-0.0260876666666666,-0.0093383333333333,-0.3842033333333333,0.439026,-0.5514873333333333,0.5959226666666666
1.0,10.0,-0.025326,-0.103803,-0.010603,-0.402472,0.418452,-0.554024,0.596634
1.0333333333333332,10.333333333333332,-0.024898,-0.1175113333333332,-0.0133966666666666,-0.4111073333333332,0.411454,-0.5652336666666666,0.5842986666666667
1.0666666666666669,10.666666666666666,-0.02447,-0.1312196666666666,-0.0161903333333333,-0.4197426666666666,0.404456,-0.5764433333333333,0.5719633333333334
